ID,CorrectNote,SelectedNote,PlayAgainCount,time,grouping,Notes,NotesIndex
04b5a1d5-7dd1-11ee-87af-085bd60c6d9e,30,6,0,2023-11-07 19:52:01,Random4,"['D', 'D#', 'F#', 'G']","[2, 3, 6, 7]"
0b13457a-7dd1-11ee-827a-085bd60c6d9e,60,8,0,2023-11-07 19:52:12,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0b13457a-7dd1-11ee-827a-085bd60c6d9e,60,5,0,2023-11-07 19:52:12,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0b13457a-7dd1-11ee-827a-085bd60c6d9e,60,0,0,2023-11-07 19:52:13,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0e648679-7dd1-11ee-8b1b-085bd60c6d9e,60,0,0,2023-11-07 19:52:14,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0ed618d4-7dd1-11ee-8e05-085bd60c6d9e,29,0,1,2023-11-07 19:52:19,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0ed618d4-7dd1-11ee-8e05-085bd60c6d9e,29,2,1,2023-11-07 19:52:20,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
0ed618d4-7dd1-11ee-8e05-085bd60c6d9e,29,5,1,2023-11-07 19:52:20,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
1278397f-7dd1-11ee-92b5-085bd60c6d9e,56,8,0,2023-11-07 19:52:20,Random4,"['C', 'D', 'F', 'G#']","[0, 2, 5, 8]"
c5a5055e-7dde-11ee-a01a-085bd60c6d9e,44,11,0,2023-11-07 21:30:38,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
c5a5055e-7dde-11ee-a01a-085bd60c6d9e,44,10,1,2023-11-07 21:30:40,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
c5a5055e-7dde-11ee-a01a-085bd60c6d9e,44,7,1,2023-11-07 21:30:41,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
c5a5055e-7dde-11ee-a01a-085bd60c6d9e,44,8,1,2023-11-07 21:30:42,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d0593958-7dde-11ee-9ba8-085bd60c6d9e,46,10,0,2023-11-07 21:30:44,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d15fbcfb-7dde-11ee-81ce-085bd60c6d9e,58,10,0,2023-11-07 21:30:47,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d325da7a-7dde-11ee-bf51-085bd60c6d9e,56,8,0,2023-11-07 21:30:49,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d445ea26-7dde-11ee-ae73-085bd60c6d9e,55,7,0,2023-11-07 21:30:51,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d5c0473c-7dde-11ee-9f93-085bd60c6d9e,46,8,1,2023-11-07 21:30:55,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d5c0473c-7dde-11ee-9f93-085bd60c6d9e,46,10,1,2023-11-07 21:30:56,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d85d5a18-7dde-11ee-ba62-085bd60c6d9e,56,7,1,2023-11-07 21:30:59,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
d85d5a18-7dde-11ee-ba62-085bd60c6d9e,56,8,1,2023-11-07 21:31:00,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
daea5b0d-7dde-11ee-a546-085bd60c6d9e,67,7,0,2023-11-07 21:31:01,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
dbb89fd8-7dde-11ee-95b6-085bd60c6d9e,59,10,0,2023-11-07 21:31:04,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
dbb89fd8-7dde-11ee-95b6-085bd60c6d9e,59,11,0,2023-11-07 21:31:05,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
ddb5a02a-7dde-11ee-b39c-085bd60c6d9e,68,10,1,2023-11-07 21:31:07,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
ddb5a02a-7dde-11ee-b39c-085bd60c6d9e,68,8,1,2023-11-07 21:31:08,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
df9ccad8-7dde-11ee-ae4d-085bd60c6d9e,47,7,2,2023-11-07 21:31:15,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
df9ccad8-7dde-11ee-ae4d-085bd60c6d9e,47,8,2,2023-11-07 21:31:15,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
df9ccad8-7dde-11ee-ae4d-085bd60c6d9e,47,10,2,2023-11-07 21:31:16,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
df9ccad8-7dde-11ee-ae4d-085bd60c6d9e,47,11,2,2023-11-07 21:31:17,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
e52fbb7b-7dde-11ee-b35d-085bd60c6d9e,46,10,2,2023-11-07 21:31:51,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
f925a3d9-7dde-11ee-a2b1-085bd60c6d9e,83,11,0,2023-11-07 21:31:52,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fa434027-7dde-11ee-aa0e-085bd60c6d9e,34,8,0,2023-11-07 21:31:57,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fa434027-7dde-11ee-aa0e-085bd60c6d9e,34,7,0,2023-11-07 21:31:58,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fa434027-7dde-11ee-aa0e-085bd60c6d9e,34,10,0,2023-11-07 21:31:59,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fe18a9d8-7dde-11ee-9c2c-085bd60c6d9e,35,11,0,2023-11-07 21:32:00,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fec4c9b6-7dde-11ee-af17-085bd60c6d9e,32,7,0,2023-11-07 21:32:02,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
fec4c9b6-7dde-11ee-af17-085bd60c6d9e,32,8,0,2023-11-07 21:32:02,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
002bacae-7ddf-11ee-92e9-085bd60c6d9e,59,7,0,2023-11-07 21:32:05,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
002bacae-7ddf-11ee-92e9-085bd60c6d9e,59,11,1,2023-11-07 21:32:08,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
037866a9-7ddf-11ee-87e5-085bd60c6d9e,71,10,1,2023-11-07 21:32:13,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
037866a9-7ddf-11ee-87e5-085bd60c6d9e,71,11,1,2023-11-07 21:32:15,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
07be0d57-7ddf-11ee-a863-085bd60c6d9e,31,7,0,2023-11-07 21:32:17,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
08f69c0d-7ddf-11ee-9495-085bd60c6d9e,47,10,0,2023-11-07 21:32:19,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
08f69c0d-7ddf-11ee-9495-085bd60c6d9e,47,11,0,2023-11-07 21:32:20,Random4,"['A#', 'B', 'G', 'G#']","[10, 11, 7, 8]"
0da26dce-7ddf-11ee-8e74-085bd60c6d9e,54,6,0,2023-11-07 21:32:30,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
109327aa-7ddf-11ee-b7d8-085bd60c6d9e,50,3,2,2023-11-07 21:32:45,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
109327aa-7ddf-11ee-b7d8-085bd60c6d9e,50,2,2,2023-11-07 21:32:45,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
19a5d66a-7ddf-11ee-b7be-085bd60c6d9e,50,2,0,2023-11-07 21:32:46,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
1a3376f2-7ddf-11ee-b1cc-085bd60c6d9e,63,3,0,2023-11-07 21:32:52,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
1da9ab83-7ddf-11ee-a95d-085bd60c6d9e,62,2,0,2023-11-07 21:32:56,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
202d0514-7ddf-11ee-a780-085bd60c6d9e,27,3,0,2023-11-07 21:33:00,Random4,"['D', 'D#', 'F', 'F#']","[2, 3, 5, 6]"
50224a6b-7ddf-11ee-91e4-085bd60c6d9e,40,11,0,2023-11-07 21:34:22,Random2,"['B', 'E']","[11, 4]"
50224a6b-7ddf-11ee-91e4-085bd60c6d9e,40,4,0,2023-11-07 21:34:22,Random2,"['B', 'E']","[11, 4]"
53a57dc6-7ddf-11ee-8c95-085bd60c6d9e,28,4,0,2023-11-07 21:34:24,Random2,"['B', 'E']","[11, 4]"
5447be19-7ddf-11ee-961c-085bd60c6d9e,35,11,0,2023-11-07 21:34:25,Random2,"['B', 'E']","[11, 4]"
555a8b11-7ddf-11ee-92e6-085bd60c6d9e,64,4,0,2023-11-07 21:34:28,Random2,"['B', 'E']","[11, 4]"
56b8c7c8-7ddf-11ee-bb61-085bd60c6d9e,47,4,0,2023-11-07 21:34:30,Random2,"['B', 'E']","[11, 4]"
56b8c7c8-7ddf-11ee-bb61-085bd60c6d9e,47,11,0,2023-11-07 21:34:31,Random2,"['B', 'E']","[11, 4]"
588c3a6b-7ddf-11ee-91a1-085bd60c6d9e,28,11,2,2023-11-07 21:34:44,Random2,"['B', 'E']","[11, 4]"
588c3a6b-7ddf-11ee-91a1-085bd60c6d9e,28,4,2,2023-11-07 21:34:45,Random2,"['B', 'E']","[11, 4]"
60e5cfd9-7ddf-11ee-9417-085bd60c6d9e,71,4,0,2023-11-07 21:34:46,Random2,"['B', 'E']","[11, 4]"
60e5cfd9-7ddf-11ee-9417-085bd60c6d9e,71,11,0,2023-11-07 21:34:47,Random2,"['B', 'E']","[11, 4]"
6246952f-7ddf-11ee-8b57-085bd60c6d9e,47,11,3,2023-11-07 21:34:56,Random2,"['B', 'E']","[11, 4]"
67645178-7ddf-11ee-87cc-085bd60c6d9e,52,4,0,2023-11-07 21:34:57,Random2,"['B', 'E']","[11, 4]"
6828e136-7ddf-11ee-82dc-085bd60c6d9e,76,4,0,2023-11-07 21:34:58,Random2,"['B', 'E']","[11, 4]"
68e00a1f-7ddf-11ee-aac9-085bd60c6d9e,71,11,0,2023-11-07 21:34:59,Random2,"['B', 'E']","[11, 4]"
69b313e6-7ddf-11ee-ad9d-085bd60c6d9e,52,4,0,2023-11-07 21:35:01,Random2,"['B', 'E']","[11, 4]"
6a704f63-7ddf-11ee-a729-085bd60c6d9e,40,11,0,2023-11-07 21:35:02,Random2,"['B', 'E']","[11, 4]"
6a704f63-7ddf-11ee-a729-085bd60c6d9e,40,4,0,2023-11-07 21:35:03,Random2,"['B', 'E']","[11, 4]"
6b91a232-7ddf-11ee-be8f-085bd60c6d9e,59,4,2,2023-11-07 21:35:17,Random2,"['B', 'E']","[11, 4]"
6b91a232-7ddf-11ee-be8f-085bd60c6d9e,59,11,2,2023-11-07 21:35:19,Random2,"['B', 'E']","[11, 4]"
751b006a-7ddf-11ee-b877-085bd60c6d9e,64,4,0,2023-11-07 21:35:20,Random2,"['B', 'E']","[11, 4]"
760f28f7-7ddf-11ee-b454-085bd60c6d9e,52,4,0,2023-11-07 21:35:23,Random2,"['B', 'E']","[11, 4]"
77f02563-7ddf-11ee-8ada-085bd60c6d9e,71,11,0,2023-11-07 21:35:25,Random2,"['B', 'E']","[11, 4]"
78a5fa1e-7ddf-11ee-8a60-085bd60c6d9e,71,11,0,2023-11-07 21:35:25,Random2,"['B', 'E']","[11, 4]"
791ee71f-7ddf-11ee-bbc6-085bd60c6d9e,59,11,0,2023-11-07 21:35:27,Random2,"['B', 'E']","[11, 4]"
7a1f427c-7ddf-11ee-8e00-085bd60c6d9e,35,11,0,2023-11-07 21:35:29,Random2,"['B', 'E']","[11, 4]"
7b2bd8ca-7ddf-11ee-bead-085bd60c6d9e,28,4,0,2023-11-07 21:35:30,Random2,"['B', 'E']","[11, 4]"
7bf0651a-7ddf-11ee-9fc9-085bd60c6d9e,83,11,0,2023-11-07 21:35:32,Random2,"['B', 'E']","[11, 4]"
7d1dcae4-7ddf-11ee-ad5e-085bd60c6d9e,59,11,0,2023-11-07 21:35:34,Random2,"['B', 'E']","[11, 4]"
7e4ddbd1-7ddf-11ee-879e-085bd60c6d9e,47,4,0,2023-11-07 21:35:36,Random2,"['B', 'E']","[11, 4]"
7e4ddbd1-7ddf-11ee-879e-085bd60c6d9e,47,11,0,2023-11-07 21:35:37,Random2,"['B', 'E']","[11, 4]"
7fd46fb9-7ddf-11ee-953a-085bd60c6d9e,71,4,3,2023-11-07 21:36:38,Random2,"['B', 'E']","[11, 4]"
7fd46fb9-7ddf-11ee-953a-085bd60c6d9e,71,11,3,2023-11-07 21:36:39,Random2,"['B', 'E']","[11, 4]"
a4ebdf94-7ddf-11ee-93c9-085bd60c6d9e,35,11,0,2023-11-07 21:36:42,Random2,"['B', 'E']","[11, 4]"
a6db8c64-7ddf-11ee-89db-085bd60c6d9e,64,4,0,2023-11-07 21:36:45,Random2,"['B', 'E']","[11, 4]"
a8746f1b-7ddf-11ee-bd14-085bd60c6d9e,71,11,0,2023-11-07 21:36:46,Random2,"['B', 'E']","[11, 4]"
a91804fe-7ddf-11ee-855e-085bd60c6d9e,76,11,0,2023-11-07 21:36:48,Random2,"['B', 'E']","[11, 4]"
a91804fe-7ddf-11ee-855e-085bd60c6d9e,76,4,0,2023-11-07 21:36:49,Random2,"['B', 'E']","[11, 4]"
aacab0ae-7ddf-11ee-a638-085bd60c6d9e,59,11,0,2023-11-07 21:36:53,Random2,"['B', 'E']","[11, 4]"
ad47d163-7ddf-11ee-b63d-085bd60c6d9e,52,4,0,2023-11-07 21:36:54,Random2,"['B', 'E']","[11, 4]"
ae35c279-7ddf-11ee-8135-085bd60c6d9e,52,4,0,2023-11-07 21:36:56,Random2,"['B', 'E']","[11, 4]"
aefb950c-7ddf-11ee-9587-085bd60c6d9e,47,11,1,2023-11-07 21:37:00,Random2,"['B', 'E']","[11, 4]"
b197551d-7ddf-11ee-9d0b-085bd60c6d9e,83,4,13,2023-11-07 21:37:25,Random2,"['B', 'E']","[11, 4]"
b197551d-7ddf-11ee-9d0b-085bd60c6d9e,83,11,13,2023-11-07 21:37:26,Random2,"['B', 'E']","[11, 4]"
c0ce9333-7ddf-11ee-af94-085bd60c6d9e,83,11,0,2023-11-07 21:37:26,Random2,"['B', 'E']","[11, 4]"
c14ff1e6-7ddf-11ee-93c3-085bd60c6d9e,40,11,1,2023-11-07 21:37:56,Random2,"['B', 'E']","[11, 4]"
c14ff1e6-7ddf-11ee-93c3-085bd60c6d9e,40,4,2,2023-11-07 21:37:58,Random2,"['B', 'E']","[11, 4]"
d467a0b0-7ddf-11ee-bc8f-085bd60c6d9e,52,11,0,2023-11-07 21:38:01,Random2,"['B', 'E']","[11, 4]"
d467a0b0-7ddf-11ee-bc8f-085bd60c6d9e,52,4,0,2023-11-07 21:38:02,Random2,"['B', 'E']","[11, 4]"
d67a7e85-7ddf-11ee-a9b1-085bd60c6d9e,28,4,0,2023-11-07 21:38:04,Random2,"['B', 'E']","[11, 4]"
d7c7d321-7ddf-11ee-8e4a-085bd60c6d9e,76,4,0,2023-11-07 21:38:05,Random2,"['B', 'E']","[11, 4]"
d8851111-7ddf-11ee-90fd-085bd60c6d9e,71,4,0,2023-11-07 21:38:07,Random2,"['B', 'E']","[11, 4]"
d8851111-7ddf-11ee-90fd-085bd60c6d9e,71,11,0,2023-11-07 21:38:08,Random2,"['B', 'E']","[11, 4]"
dda527ee-7ddf-11ee-b102-085bd60c6d9e,27,10,0,2023-11-07 21:38:18,Random2,"['A#', 'D#']","[10, 3]"
dda527ee-7ddf-11ee-b102-085bd60c6d9e,27,3,0,2023-11-07 21:38:20,Random2,"['A#', 'D#']","[10, 3]"
e1500563-7ddf-11ee-b998-085bd60c6d9e,58,10,0,2023-11-07 21:38:22,Random2,"['A#', 'D#']","[10, 3]"
e2566546-7ddf-11ee-b166-085bd60c6d9e,51,3,1,2023-11-07 21:38:27,Random2,"['A#', 'D#']","[10, 3]"
e5628601-7ddf-11ee-a741-085bd60c6d9e,70,10,0,2023-11-07 21:38:29,Random2,"['A#', 'D#']","[10, 3]"
e6e2ee67-7ddf-11ee-87b9-085bd60c6d9e,46,3,0,2023-11-07 21:38:34,Random2,"['A#', 'D#']","[10, 3]"
e6e2ee67-7ddf-11ee-87b9-085bd60c6d9e,46,10,0,2023-11-07 21:38:35,Random2,"['A#', 'D#']","[10, 3]"
e9f02cff-7ddf-11ee-b992-085bd60c6d9e,51,10,2,2023-11-07 21:38:43,Random2,"['A#', 'D#']","[10, 3]"
e9f02cff-7ddf-11ee-b992-085bd60c6d9e,51,3,3,2023-11-07 21:38:48,Random2,"['A#', 'D#']","[10, 3]"
f20f0c29-7ddf-11ee-a39e-085bd60c6d9e,34,10,0,2023-11-07 21:38:49,Random2,"['A#', 'D#']","[10, 3]"
f2cb0a04-7ddf-11ee-bc28-085bd60c6d9e,58,10,0,2023-11-07 21:38:51,Random2,"['A#', 'D#']","[10, 3]"
f37fcc3f-7ddf-11ee-9505-085bd60c6d9e,70,10,0,2023-11-07 21:38:52,Random2,"['A#', 'D#']","[10, 3]"
f410f7e9-7ddf-11ee-9134-085bd60c6d9e,82,10,0,2023-11-07 21:38:53,Random2,"['A#', 'D#']","[10, 3]"
f4a4c044-7ddf-11ee-a000-085bd60c6d9e,75,3,0,2023-11-07 21:38:54,Random2,"['A#', 'D#']","[10, 3]"
f56f455f-7ddf-11ee-954a-085bd60c6d9e,70,10,0,2023-11-07 21:38:55,Random2,"['A#', 'D#']","[10, 3]"
f6092643-7ddf-11ee-83d5-085bd60c6d9e,39,3,0,2023-11-07 21:38:56,Random2,"['A#', 'D#']","[10, 3]"
f6a2f1a0-7ddf-11ee-88c7-085bd60c6d9e,70,10,0,2023-11-07 21:38:57,Random2,"['A#', 'D#']","[10, 3]"
f72ba305-7ddf-11ee-8d5e-085bd60c6d9e,82,10,0,2023-11-07 21:38:58,Random2,"['A#', 'D#']","[10, 3]"
f7d68200-7ddf-11ee-a236-085bd60c6d9e,75,3,0,2023-11-07 21:38:59,Random2,"['A#', 'D#']","[10, 3]"
f8c0f549-7ddf-11ee-b3d6-085bd60c6d9e,82,10,0,2023-11-07 21:39:00,Random2,"['A#', 'D#']","[10, 3]"
f95e9054-7ddf-11ee-a9b0-085bd60c6d9e,39,10,1,2023-11-07 21:39:03,Random2,"['A#', 'D#']","[10, 3]"
f95e9054-7ddf-11ee-a9b0-085bd60c6d9e,39,3,1,2023-11-07 21:39:04,Random2,"['A#', 'D#']","[10, 3]"
fb57c484-7ddf-11ee-9a10-085bd60c6d9e,46,10,0,2023-11-07 21:39:06,Random2,"['A#', 'D#']","[10, 3]"
fcab5719-7ddf-11ee-aece-085bd60c6d9e,46,10,0,2023-11-07 21:39:07,Random2,"['A#', 'D#']","[10, 3]"
fd3f0a37-7ddf-11ee-b287-085bd60c6d9e,27,3,0,2023-11-07 21:39:08,Random2,"['A#', 'D#']","[10, 3]"
fe21f948-7ddf-11ee-9cf8-085bd60c6d9e,51,10,0,2023-11-07 21:39:10,Random2,"['A#', 'D#']","[10, 3]"
fe21f948-7ddf-11ee-9cf8-085bd60c6d9e,51,3,0,2023-11-07 21:39:10,Random2,"['A#', 'D#']","[10, 3]"
018dc93e-7de0-11ee-9a9f-085bd60c6d9e,55,2,2,2023-11-07 21:39:26,Random2,"['D', 'G']","[2, 7]"
018dc93e-7de0-11ee-9a9f-085bd60c6d9e,55,7,2,2023-11-07 21:39:27,Random2,"['D', 'G']","[2, 7]"
095b8e51-7de0-11ee-8037-085bd60c6d9e,43,7,0,2023-11-07 21:39:30,Random2,"['D', 'G']","[2, 7]"
0aadbf8f-7de0-11ee-a0b4-085bd60c6d9e,67,7,0,2023-11-07 21:39:31,Random2,"['D', 'G']","[2, 7]"
0b723c87-7de0-11ee-b20f-085bd60c6d9e,55,7,0,2023-11-07 21:39:32,Random2,"['D', 'G']","[2, 7]"
0bfafbf9-7de0-11ee-af0a-085bd60c6d9e,50,2,0,2023-11-07 21:39:35,Random2,"['D', 'G']","[2, 7]"
0db4d5b0-7de0-11ee-baec-085bd60c6d9e,79,7,0,2023-11-07 21:39:36,Random2,"['D', 'G']","[2, 7]"
0e6f8db2-7de0-11ee-afbf-085bd60c6d9e,79,7,0,2023-11-07 21:39:37,Random2,"['D', 'G']","[2, 7]"
0eee92a3-7de0-11ee-a4e9-085bd60c6d9e,43,2,0,2023-11-07 21:39:39,Random2,"['D', 'G']","[2, 7]"
0eee92a3-7de0-11ee-a4e9-085bd60c6d9e,43,7,0,2023-11-07 21:39:40,Random2,"['D', 'G']","[2, 7]"
10badb55-7de0-11ee-b380-085bd60c6d9e,50,7,0,2023-11-07 21:39:41,Random2,"['D', 'G']","[2, 7]"
10badb55-7de0-11ee-b380-085bd60c6d9e,50,2,0,2023-11-07 21:39:42,Random2,"['D', 'G']","[2, 7]"
14860f9d-7de0-11ee-927e-085bd60c6d9e,75,3,1,2023-11-07 21:39:49,Random2,"['D#', 'G#']","[3, 8]"
16025332-7de0-11ee-abd9-085bd60c6d9e,27,3,0,2023-11-07 21:39:50,Random2,"['D#', 'G#']","[3, 8]"
170e9fda-7de0-11ee-ae1b-085bd60c6d9e,27,3,0,2023-11-07 21:39:52,Random2,"['D#', 'G#']","[3, 8]"
17cd037b-7de0-11ee-8fa1-085bd60c6d9e,27,3,0,2023-11-07 21:39:52,Random2,"['D#', 'G#']","[3, 8]"
182ea5b9-7de0-11ee-9400-085bd60c6d9e,39,8,1,2023-11-07 21:39:56,Random2,"['D#', 'G#']","[3, 8]"
182ea5b9-7de0-11ee-9400-085bd60c6d9e,39,3,1,2023-11-07 21:39:57,Random2,"['D#', 'G#']","[3, 8]"
1d573e55-7de0-11ee-bfcd-085bd60c6d9e,59,11,4,2023-11-07 21:40:23,Random2,"['B', 'F']","[11, 5]"
2a785664-7de0-11ee-8f0a-085bd60c6d9e,53,5,0,2023-11-07 21:40:25,Random2,"['B', 'F']","[11, 5]"
2b8fa9bf-7de0-11ee-b7f5-085bd60c6d9e,47,11,2,2023-11-07 21:40:30,Random2,"['B', 'F']","[11, 5]"
2ed77cd4-7de0-11ee-bda5-085bd60c6d9e,35,11,0,2023-11-07 21:40:32,Random2,"['B', 'F']","[11, 5]"
301745e6-7de0-11ee-8234-085bd60c6d9e,41,5,1,2023-11-07 21:40:38,Random2,"['B', 'F']","[11, 5]"
333ba676-7de0-11ee-a0e8-085bd60c6d9e,71,5,0,2023-11-07 21:40:39,Random2,"['B', 'F']","[11, 5]"
333ba676-7de0-11ee-a0e8-085bd60c6d9e,71,11,0,2023-11-07 21:40:40,Random2,"['B', 'F']","[11, 5]"
34979ef4-7de0-11ee-a6b9-085bd60c6d9e,59,11,0,2023-11-07 21:40:41,Random2,"['B', 'F']","[11, 5]"
354621b2-7de0-11ee-b35d-085bd60c6d9e,35,5,0,2023-11-07 21:40:43,Random2,"['B', 'F']","[11, 5]"
354621b2-7de0-11ee-b35d-085bd60c6d9e,35,11,0,2023-11-07 21:40:44,Random2,"['B', 'F']","[11, 5]"
3a844316-7de0-11ee-8dcd-085bd60c6d9e,33,9,0,2023-11-07 21:40:52,Random2,"['A', 'A#']","[9, 10]"
3c0be618-7de0-11ee-89de-085bd60c6d9e,82,10,0,2023-11-07 21:40:53,Random2,"['A', 'A#']","[9, 10]"
3cb67e36-7de0-11ee-a795-085bd60c6d9e,46,10,0,2023-11-07 21:40:55,Random2,"['A', 'A#']","[9, 10]"
3d9e51a0-7de0-11ee-8c61-085bd60c6d9e,57,10,0,2023-11-07 21:40:56,Random2,"['A', 'A#']","[9, 10]"
3d9e51a0-7de0-11ee-8c61-085bd60c6d9e,57,9,0,2023-11-07 21:40:57,Random2,"['A', 'A#']","[9, 10]"
3eeba323-7de0-11ee-8c3c-085bd60c6d9e,57,9,0,2023-11-07 21:40:58,Random2,"['A', 'A#']","[9, 10]"
3f6f8457-7de0-11ee-8645-085bd60c6d9e,57,9,0,2023-11-07 21:40:59,Random2,"['A', 'A#']","[9, 10]"
3fceab3b-7de0-11ee-8353-085bd60c6d9e,69,9,0,2023-11-07 21:41:01,Random2,"['A', 'A#']","[9, 10]"
41345cb7-7de0-11ee-9413-085bd60c6d9e,82,10,0,2023-11-07 21:41:02,Random2,"['A', 'A#']","[9, 10]"
41e8fd41-7de0-11ee-9a99-085bd60c6d9e,58,9,0,2023-11-07 21:41:03,Random2,"['A', 'A#']","[9, 10]"
41e8fd41-7de0-11ee-9a99-085bd60c6d9e,58,10,0,2023-11-07 21:41:04,Random2,"['A', 'A#']","[9, 10]"
4306aab7-7de0-11ee-b747-085bd60c6d9e,70,10,0,2023-11-07 21:41:05,Random2,"['A', 'A#']","[9, 10]"
43a6a5a0-7de0-11ee-945f-085bd60c6d9e,82,10,0,2023-11-07 21:41:07,Random2,"['A', 'A#']","[9, 10]"
449e72ac-7de0-11ee-822c-085bd60c6d9e,57,9,0,2023-11-07 21:41:08,Random2,"['A', 'A#']","[9, 10]"
45545dc4-7de0-11ee-8bad-085bd60c6d9e,34,9,0,2023-11-07 21:41:09,Random2,"['A', 'A#']","[9, 10]"
45545dc4-7de0-11ee-8bad-085bd60c6d9e,34,10,0,2023-11-07 21:41:10,Random2,"['A', 'A#']","[9, 10]"
4697beeb-7de0-11ee-99dc-085bd60c6d9e,58,10,5,2023-11-07 21:41:33,Random2,"['A', 'A#']","[9, 10]"
54464bc9-7de0-11ee-a171-085bd60c6d9e,34,9,0,2023-11-07 21:41:35,Random2,"['A', 'A#']","[9, 10]"
54464bc9-7de0-11ee-a171-085bd60c6d9e,34,10,0,2023-11-07 21:41:36,Random2,"['A', 'A#']","[9, 10]"
5603c778-7de0-11ee-b82f-085bd60c6d9e,34,10,0,2023-11-07 21:41:37,Random2,"['A', 'A#']","[9, 10]"
56c993a8-7de0-11ee-aa86-085bd60c6d9e,33,9,0,2023-11-07 21:41:39,Random2,"['A', 'A#']","[9, 10]"
57fa9e94-7de0-11ee-ad8c-085bd60c6d9e,57,9,0,2023-11-07 21:41:40,Random2,"['A', 'A#']","[9, 10]"
589bd05c-7de0-11ee-ac22-085bd60c6d9e,46,10,0,2023-11-07 21:41:42,Random2,"['A', 'A#']","[9, 10]"
59cbd02f-7de0-11ee-97da-085bd60c6d9e,45,9,0,2023-11-07 21:41:44,Random2,"['A', 'A#']","[9, 10]"
5a8ca463-7de0-11ee-8fd9-085bd60c6d9e,57,10,1,2023-11-07 21:41:46,Random2,"['A', 'A#']","[9, 10]"
5a8ca463-7de0-11ee-8fd9-085bd60c6d9e,57,9,1,2023-11-07 21:41:47,Random2,"['A', 'A#']","[9, 10]"
5efc0988-7de0-11ee-b579-085bd60c6d9e,80,8,3,2023-11-07 21:42:04,Random2,"['F#', 'G#']","[6, 8]"
66c33ad3-7de0-11ee-8171-085bd60c6d9e,78,6,0,2023-11-07 21:42:06,Random2,"['F#', 'G#']","[6, 8]"
